Period,Timestamp,load,predicted,Delta (kW),Absolute Error (kW),Squared Error,Error (%)
Apr-25,2025-04-13T20:45:00,0.3,0.324,0.024,0.024,0.000576,8.10%
Apr-25,2025-04-13T21:00:00,1.27,1.273,0.003,0.003,0.000009,0.23%
Apr-25,2025-04-13T21:15:00,2.68,2.677,-0.003,0.003,0.000009,0.10%
Apr-25,2025-04-13T21:30:00,3.21,3.225,0.015,0.015,0.000225,0.48%
Apr-25,2025-04-13T21:45:00,3.25,3.267,0.017,0.017,0.000289,0.53%
Apr-25,2025-04-13T22:00:00,2.8,2.823,0.023,0.023,0.000529,0.82%
Apr-25,2025-04-13T22:15:00,0.83,0.904,0.074,0.074,0.005476,8.92%
Apr-25,2025-04-13T22:30:00,0.72,0.733,0.013,0.013,0.000169,1.85%
Apr-25,2025-04-13T22:45:00,0.46,0.489,0.029,0.029,0.000841,6.22%
Apr-25,2025-04-13T23:00:00,1.1,1.001,-0.099,0.099,0.009801,9.04%
Apr-25,2025-04-13T23:15:00,2.05,1.96,-0.09,0.09,0.0081,4.37%
Apr-25,2025-04-13T23:30:00,2.19,2.091,-0.099,0.099,0.009801,4.50%
Apr-25,2025-04-13T23:45:00,2.31,2.262,-0.048,0.048,0.002304,2.08%
Apr-25,2025-04-14T00:00:00,2.33,2.269,-0.061,0.061,0.003721,2.61%
Apr-25,2025-04-14T00:15:00,0.31,0.356,0.046,0.046,0.002116,14.96%
Apr-25,2025-04-14T00:30:00,0.28,0.33,0.05,0.05,0.0025,17.90%
Apr-25,2025-04-14T00:45:00,0.26,0.275,0.015,0.015,0.000225,5.77%
Apr-25,2025-04-14T01:00:00,0.26,0.266,0.006,0.006,0.000036,2.31%
Apr-25,2025-04-14T01:15:00,0.29,0.283,-0.007,0.007,0.000049,2.38%
Apr-25,2025-04-14T01:30:00,0.3,0.291,-0.009,0.009,0.000081,3.14%
Apr-25,2025-04-14T01:45:00,0.3,0.299,-0.001,0.001,0.000001,0.34%
Apr-25,2025-04-14T02:00:00,0.29,0.294,0.004,0.004,0.000016,1.39%
Apr-25,2025-04-14T02:15:00,0.29,0.291,0.001,0.001,0.000001,0.23%
Apr-25,2025-04-14T02:30:00,0.27,0.276,0.006,0.006,0.000036,2.35%
Apr-25,2025-04-14T02:45:00,0.26,0.265,0.005,0.005,0.000025,1.90%
Apr-25,2025-04-14T03:00:00,0.26,0.264,0.004,0.004,0.000016,1.55%
Apr-25,2025-04-14T03:15:00,0.3,0.294,-0.006,0.006,0.000036,1.88%
Apr-25,2025-04-14T03:30:00,0.3,0.301,0.001,0.001,0.000001,0.32%
Apr-25,2025-04-14T03:45:00,0.29,0.293,0.003,0.003,0.000009,1.08%
Apr-25,2025-04-14T04:00:00,0.29,0.29,0,0,0,0.10%
Apr-25,2025-04-14T04:15:00,0.29,0.29,0,0,0,0.16%
Apr-25,2025-04-14T04:30:00,0.99,1.078,0.088,0.088,0.007744,8.88%
Apr-25,2025-04-14T04:45:00,0.29,0.3,0.01,0.01,0.0001,3.56%
Apr-25,2025-04-14T05:00:00,1.72,1.721,0.001,0.001,0.000001,0.03%
Apr-25,2025-04-14T05:15:00,0.33,0.319,-0.011,0.011,0.000121,3.31%
Apr-25,2025-04-14T05:30:00,0.33,0.321,-0.009,0.009,0.000081,2.62%
Apr-25,2025-04-14T05:45:00,1.03,0.997,-0.033,0.033,0.001089,3.19%
Apr-25,2025-04-14T06:00:00,0.32,0.323,0.003,0.003,0.000009,0.86%
Apr-25,2025-04-14T06:15:00,0.31,0.322,0.012,0.012,0.000144,4.02%
Apr-25,2025-04-14T06:30:00,0.27,0.292,0.022,0.022,0.000484,8.03%
Apr-25,2025-04-14T06:45:00,0.35,0.323,-0.027,0.027,0.000729,7.71%
Apr-25,2025-04-14T07:00:00,0.66,0.679,0.019,0.019,0.000361,2.82%
Apr-25,2025-04-14T07:15:00,0.33,0.369,0.039,0.039,0.001521,11.84%
Apr-25,2025-04-14T07:30:00,0.54,0.457,-0.083,0.083,0.006889,15.44%
Apr-25,2025-04-14T07:45:00,1.19,1.184,-0.006,0.006,0.000036,0.46%
Apr-25,2025-04-14T08:00:00,2.25,1.968,-0.282,0.282,0.079524,12.51%
Apr-25,2025-04-14T08:15:00,3.45,3.918,0.468,0.468,0.219024,13.56%
Apr-25,2025-04-14T08:30:00,2.02,2.076,0.056,0.056,0.003136,2.78%
Apr-25,2025-04-14T08:45:00,2.1,2.196,0.096,0.096,0.009216,4.56%
Apr-25,2025-04-14T09:00:00,2.44,2.471,0.031,0.031,0.000961,1.28%
Apr-25,2025-04-14T09:15:00,2.91,2.694,-0.216,0.216,0.046656,7.43%
Apr-25,2025-04-14T09:30:00,2.53,2.649,0.119,0.119,0.014161,4.70%
Apr-25,2025-04-14T09:45:00,0.54,0.635,0.095,0.095,0.009025,17.67%
Apr-25,2025-04-14T10:00:00,1.65,1.039,-0.611,0.611,0.373321,37.03%
Apr-25,2025-04-14T10:15:00,0.91,1.543,0.633,0.633,0.400689,69.55%
Apr-25,2025-04-14T10:30:00,0.28,0.61,0.33,0.33,0.1089,117.91%
Apr-25,2025-04-14T10:45:00,2.26,2.051,-0.209,0.209,0.043681,9.25%
Apr-25,2025-04-14T11:00:00,2.38,2.665,0.285,0.285,0.081225,11.97%
Apr-25,2025-04-14T11:15:00,2.93,2.929,-0.001,0.001,0.000001,0.04%
Apr-25,2025-04-14T11:30:00,3.31,3.088,-0.222,0.222,0.049284,6.72%
Apr-25,2025-04-14T11:45:00,2.97,2.803,-0.167,0.167,0.027889,5.63%
Apr-25,2025-04-14T12:00:00,3.23,3.123,-0.107,0.107,0.011449,3.30%
Apr-25,2025-04-14T12:15:00,3.16,2.998,-0.162,0.162,0.026244,5.14%
Apr-25,2025-04-14T12:30:00,3.7,3.567,-0.133,0.133,0.017689,3.59%
Apr-25,2025-04-14T12:45:00,5.1,5.444,0.344,0.344,0.118336,6.74%
Apr-25,2025-04-14T13:00:00,3.84,3.31,-0.53,0.53,0.2809,13.81%
Apr-25,2025-04-14T13:15:00,1.03,1.314,0.284,0.284,0.080656,27.53%
Apr-25,2025-04-14T13:30:00,0.24,0.368,0.128,0.128,0.016384,53.42%
Apr-25,2025-04-14T13:45:00,0.23,0.277,0.047,0.047,0.002209,20.36%
Apr-25,2025-04-14T14:00:00,0.21,0.317,0.107,0.107,0.011449,50.76%
Apr-25,2025-04-14T14:15:00,0.2,0.384,0.184,0.184,0.033856,92.03%
Apr-25,2025-04-14T14:30:00,0.23,0.282,0.052,0.052,0.002704,22.60%
Apr-25,2025-04-14T14:45:00,0.25,0.279,0.029,0.029,0.000841,11.58%
Apr-25,2025-04-14T15:00:00,0.26,0.262,0.002,0.002,0.000004,0.89%
Apr-25,2025-04-14T15:15:00,0.24,0.223,-0.017,0.017,0.000289,7.09%
Apr-25,2025-04-14T15:30:00,0.23,0.204,-0.026,0.026,0.000676,11.37%
Apr-25,2025-04-14T15:45:00,0.2,0.211,0.011,0.011,0.000121,5.59%
Apr-25,2025-04-14T16:00:00,0.2,0.238,0.038,0.038,0.001444,19.12%
Apr-25,2025-04-14T16:15:00,0.23,0.263,0.033,0.033,0.001089,14.39%
Apr-25,2025-04-14T16:30:00,0.29,0.261,-0.029,0.029,0.000841,9.96%
Apr-25,2025-04-14T16:45:00,0.28,0.253,-0.027,0.027,0.000729,9.68%
Apr-25,2025-04-14T17:00:00,0.3,0.318,0.018,0.018,0.000324,5.95%
Apr-25,2025-04-14T17:15:00,0.3,0.284,-0.016,0.016,0.000256,5.33%
Apr-25,2025-04-14T17:30:00,0.32,0.272,-0.048,0.048,0.002304,15.04%
Apr-25,2025-04-14T17:45:00,0.25,0.307,0.057,0.057,0.003249,22.72%
Apr-25,2025-04-14T18:00:00,0.34,0.298,-0.042,0.042,0.001764,12.42%
Apr-25,2025-04-14T18:15:00,0.32,0.316,-0.004,0.004,0.000016,1.37%
Apr-25,2025-04-14T18:30:00,0.28,0.29,0.01,0.01,0.0001,3.44%
Apr-25,2025-04-14T18:45:00,0.48,0.463,-0.017,0.017,0.000289,3.48%
Apr-25,2025-04-14T19:00:00,2.04,2.148,0.108,0.108,0.011664,5.29%
Apr-25,2025-04-14T19:15:00,0.85,0.836,-0.014,0.014,0.000196,1.69%
Apr-25,2025-04-14T19:30:00,0.73,0.738,0.008,0.008,0.000064,1.05%
Apr-25,2025-04-14T19:45:00,0.82,0.811,-0.009,0.009,0.000081,1.12%
Apr-25,2025-04-14T20:00:00,0.75,0.724,-0.026,0.026,0.000676,3.42%
Apr-25,2025-04-14T20:15:00,0.61,0.59,-0.02,0.02,0.0004,3.20%
Apr-25,2025-04-14T20:30:00,0.5,0.518,0.018,0.018,0.000324,3.50%
Apr-25,2025-04-14T20:45:00,0.59,0.588,-0.002,0.002,0.000004,0.37%
Apr-25,2025-04-14T21:00:00,0.73,0.71,-0.02,0.02,0.0004,2.75%
Apr-25,2025-04-14T21:15:00,0.73,0.705,-0.025,0.025,0.000625,3.40%
Apr-25,2025-04-14T21:30:00,0.69,0.68,-0.01,0.01,0.0001,1.51%
Apr-25,2025-04-14T21:45:00,0.65,0.642,-0.008,0.008,0.000064,1.29%
Apr-25,2025-04-14T22:00:00,0.64,0.622,-0.018,0.018,0.000324,2.74%
Apr-25,2025-04-14T22:15:00,0.58,0.563,-0.017,0.017,0.000289,3.01%
Apr-25,2025-04-14T22:30:00,0.57,0.562,-0.008,0.008,0.000064,1.44%
Apr-25,2025-04-14T22:45:00,0.54,0.536,-0.004,0.004,0.000016,0.73%
Apr-25,2025-04-14T23:00:00,0.53,0.511,-0.019,0.019,0.000361,3.54%
Apr-25,2025-04-14T23:15:00,0.45,0.444,-0.006,0.006,0.000036,1.25%
Apr-25,2025-04-14T23:30:00,0.29,0.324,0.034,0.034,0.001156,11.80%
Apr-25,2025-04-14T23:45:00,0.26,0.29,0.03,0.03,0.0009,11.49%
Apr-25,2025-04-15T00:00:00,0.26,0.285,0.025,0.025,0.000625,9.51%
Apr-25,2025-04-15T00:15:00,0.28,0.271,-0.009,0.009,0.000081,3.35%
Apr-25,2025-04-15T00:30:00,0.29,0.288,-0.002,0.002,0.000004,0.57%
Apr-25,2025-04-15T00:45:00,0.27,0.275,0.005,0.005,0.000025,2.02%
Apr-25,2025-04-15T01:00:00,0.29,0.285,-0.005,0.005,0.000025,1.63%
Apr-25,2025-04-15T01:15:00,0.29,0.287,-0.003,0.003,0.000009,0.92%
Apr-25,2025-04-15T01:30:00,0.29,0.287,-0.003,0.003,0.000009,1.09%
Apr-25,2025-04-15T01:45:00,0.28,0.281,0.001,0.001,0.000001,0.19%
Apr-25,2025-04-15T02:00:00,1.74,1.712,-0.028,0.028,0.000784,1.63%
Apr-25,2025-04-15T02:15:00,1.88,1.797,-0.083,0.083,0.006889,4.40%
Apr-25,2025-04-15T02:30:00,0.23,0.253,0.023,0.023,0.000529,10.04%
Apr-25,2025-04-15T02:45:00,0.27,0.248,-0.022,0.022,0.000484,8.10%
Apr-25,2025-04-15T03:00:00,0.28,0.267,-0.013,0.013,0.000169,4.57%
Apr-25,2025-04-15T03:15:00,0.28,0.275,-0.005,0.005,0.000025,1.94%
Apr-25,2025-04-15T03:30:00,0.27,0.27,0,0,0,0.17%
Apr-25,2025-04-15T03:45:00,0.26,0.254,-0.006,0.006,0.000036,2.39%
Apr-25,2025-04-15T04:00:00,0.28,0.261,-0.019,0.019,0.000361,6.93%
Apr-25,2025-04-15T04:15:00,0.24,0.248,0.008,0.008,0.000064,3.31%
Apr-25,2025-04-15T04:30:00,0.21,0.235,0.025,0.025,0.000625,12.07%
Apr-25,2025-04-15T04:45:00,0.23,0.235,0.005,0.005,0.000025,2.16%
Apr-25,2025-04-15T05:00:00,0.26,0.246,-0.014,0.014,0.000196,5.57%
Apr-25,2025-04-15T05:15:00,0.26,0.253,-0.007,0.007,0.000049,2.63%
Apr-25,2025-04-15T05:30:00,0.27,0.264,-0.006,0.006,0.000036,2.12%
Apr-25,2025-04-15T05:45:00,0.26,0.251,-0.009,0.009,0.000081,3.40%
Apr-25,2025-04-15T06:00:00,0.25,0.25,0,0,0,0.13%
Apr-25,2025-04-15T06:15:00,0.27,0.254,-0.016,0.016,0.000256,5.79%
Apr-25,2025-04-15T06:30:00,0.23,0.24,0.01,0.01,0.0001,4.43%
Apr-25,2025-04-15T06:45:00,0.23,0.234,0.004,0.004,0.000016,1.59%
Apr-25,2025-04-15T07:00:00,0.24,0.236,-0.004,0.004,0.000016,1.73%
Apr-25,2025-04-15T07:15:00,0.27,0.262,-0.008,0.008,0.000064,2.86%
Apr-25,2025-04-15T07:30:00,1.11,1.147,0.037,0.037,0.001369,3.36%
Apr-25,2025-04-15T07:45:00,2.98,3.081,0.101,0.101,0.010201,3.38%
Apr-25,2025-04-15T08:00:00,1.56,1.7,0.14,0.14,0.0196,8.97%
Apr-25,2025-04-15T08:15:00,0.91,0.99,0.08,0.08,0.0064,8.80%
Apr-25,2025-04-15T08:30:00,0.24,0.337,0.097,0.097,0.009409,40.59%
Apr-25,2025-04-15T08:45:00,0.21,0.249,0.039,0.039,0.001521,18.52%
Apr-25,2025-04-15T09:00:00,0.32,0.5,0.18,0.18,0.0324,56.30%
Apr-25,2025-04-15T09:15:00,0.25,0.464,0.214,0.214,0.045796,85.77%
Apr-25,2025-04-15T09:30:00,0.31,0.309,-0.001,0.001,0.000001,0.46%
Apr-25,2025-04-15T09:45:00,0.28,0.31,0.03,0.03,0.0009,10.78%
Apr-25,2025-04-15T10:00:00,0.24,0.322,0.082,0.082,0.006724,34.06%
Apr-25,2025-04-15T10:15:00,0.23,0.266,0.036,0.036,0.001296,15.73%
Apr-25,2025-04-15T10:30:00,0.26,0.257,-0.003,0.003,0.000009,1.11%
Apr-25,2025-04-15T10:45:00,1.64,1.442,-0.198,0.198,0.039204,12.10%
Apr-25,2025-04-15T11:00:00,1.75,1.294,-0.456,0.456,0.207936,26.03%
Apr-25,2025-04-15T11:15:00,1.89,2.26,0.37,0.37,0.1369,19.59%
Apr-25,2025-04-15T11:30:00,2.15,1.945,-0.205,0.205,0.042025,9.51%
Apr-25,2025-04-15T11:45:00,2.27,1.973,-0.297,0.297,0.088209,13.10%
Apr-25,2025-04-15T12:00:00,2.43,2.291,-0.139,0.139,0.019321,5.71%
Apr-25,2025-04-15T12:15:00,2.52,2.853,0.333,0.333,0.110889,13.21%
Apr-25,2025-04-15T12:30:00,2.54,2.406,-0.134,0.134,0.017956,5.28%
Apr-25,2025-04-15T12:45:00,2.78,2.463,-0.317,0.317,0.100489,11.42%
Apr-25,2025-04-15T13:00:00,2.93,2.432,-0.498,0.498,0.248004,17%
Apr-25,2025-04-15T13:15:00,3.14,3.152,0.012,0.012,0.000144,0.40%
Apr-25,2025-04-15T13:30:00,3.11,2.97,-0.14,0.14,0.0196,4.51%
Apr-25,2025-04-15T13:45:00,4.68,3.981,-0.699,0.699,0.488601,14.93%
Apr-25,2025-04-15T14:00:00,2.19,1.766,-0.424,0.424,0.179776,19.35%
Apr-25,2025-04-15T14:15:00,0.29,0.407,0.117,0.117,0.013689,40.49%
Apr-25,2025-04-15T14:30:00,0.29,0.475,0.185,0.185,0.034225,63.81%
Apr-25,2025-04-15T14:45:00,0.94,0.511,-0.429,0.429,0.184041,45.68%
Apr-25,2025-04-15T15:00:00,0.21,0.418,0.208,0.208,0.043264,99.03%
Apr-25,2025-04-15T15:15:00,0.21,0.296,0.086,0.086,0.007396,40.78%
Apr-25,2025-04-15T15:30:00,1.65,1.286,-0.364,0.364,0.132496,22.06%
Apr-25,2025-04-15T15:45:00,0.27,0.34,0.07,0.07,0.0049,25.97%
Apr-25,2025-04-15T16:00:00,0.27,0.24,-0.03,0.03,0.0009,11.10%
Apr-25,2025-04-15T16:15:00,0.25,0.22,-0.03,0.03,0.0009,11.88%
Apr-25,2025-04-15T16:30:00,1.04,0.519,-0.521,0.521,0.271441,50.06%
Apr-25,2025-04-15T16:45:00,0.25,0.463,0.213,0.213,0.045369,85.31%
Apr-25,2025-04-15T17:00:00,0.23,0.25,0.02,0.02,0.0004,8.70%
Apr-25,2025-04-15T17:15:00,0.21,0.261,0.051,0.051,0.002601,24.32%
Apr-25,2025-04-15T17:30:00,0.22,0.288,0.068,0.068,0.004624,30.81%
Apr-25,2025-04-15T17:45:00,0.25,0.245,-0.005,0.005,0.000025,2.13%
Apr-25,2025-04-15T18:00:00,0.26,0.274,0.014,0.014,0.000196,5.41%
Apr-25,2025-04-15T18:15:00,0.26,0.268,0.008,0.008,0.000064,3.10%
Apr-25,2025-04-15T18:30:00,1.22,0.714,-0.506,0.506,0.256036,41.51%
Apr-25,2025-04-15T18:45:00,0.68,0.491,-0.189,0.189,0.035721,27.77%
Apr-25,2025-04-15T19:00:00,0.27,0.287,0.017,0.017,0.000289,6.11%
Apr-25,2025-04-15T19:15:00,0.3,0.295,-0.005,0.005,0.000025,1.72%
Apr-25,2025-04-15T19:30:00,0.39,0.387,-0.003,0.003,0.000009,0.66%
Apr-25,2025-04-15T19:45:00,0.61,0.605,-0.005,0.005,0.000025,0.79%
Apr-25,2025-04-15T20:00:00,0.29,0.35,0.06,0.06,0.0036,20.73%
Apr-25,2025-04-15T20:15:00,0.3,0.31,0.01,0.01,0.0001,3.48%
Apr-25,2025-04-15T20:30:00,0.54,0.499,-0.041,0.041,0.001681,7.53%
Apr-25,2025-04-15T20:45:00,0.64,0.608,-0.032,0.032,0.001024,5.01%
Apr-25,2025-04-15T21:00:00,0.62,0.642,0.022,0.022,0.000484,3.58%
Apr-25,2025-04-15T21:15:00,0.54,0.563,0.023,0.023,0.000529,4.23%
Apr-25,2025-04-15T21:30:00,0.63,0.606,-0.024,0.024,0.000576,3.76%
Apr-25,2025-04-15T21:45:00,2.2,2.369,0.169,0.169,0.028561,7.70%
Apr-25,2025-04-15T22:00:00,0.63,0.607,-0.023,0.023,0.000529,3.58%
Apr-25,2025-04-15T22:15:00,0.33,0.357,0.027,0.027,0.000729,8.08%
Apr-25,2025-04-15T22:30:00,0.32,0.325,0.005,0.005,0.000025,1.62%
Apr-25,2025-04-15T22:45:00,0.32,0.325,0.005,0.005,0.000025,1.71%
Apr-25,2025-04-15T23:00:00,0.28,0.306,0.026,0.026,0.000676,9.32%
Apr-25,2025-04-15T23:15:00,0.26,0.265,0.005,0.005,0.000025,1.83%
Apr-25,2025-04-15T23:30:00,0.28,0.277,-0.003,0.003,0.000009,1.05%
Apr-25,2025-04-15T23:45:00,0.28,0.281,0.001,0.001,0.000001,0.49%
Apr-25,2025-04-16T00:00:00,0.29,0.29,0,0,0,0.11%
Apr-25,2025-04-16T00:15:00,0.3,0.296,-0.004,0.004,0.000016,1.20%
Apr-25,2025-04-16T00:30:00,0.3,0.301,0.001,0.001,0.000001,0.23%
Apr-25,2025-04-16T00:45:00,0.3,0.301,0.001,0.001,0.000001,0.21%
Apr-25,2025-04-16T01:00:00,0.29,0.293,0.003,0.003,0.000009,1.16%
Apr-25,2025-04-16T01:15:00,0.29,0.289,-0.001,0.001,0.000001,0.42%
Apr-25,2025-04-16T01:30:00,0.26,0.267,0.007,0.007,0.000049,2.63%
Apr-25,2025-04-16T01:45:00,0.26,0.262,0.002,0.002,0.000004,0.77%
Apr-25,2025-04-16T02:00:00,0.28,0.276,-0.004,0.004,0.000016,1.53%
Apr-25,2025-04-16T02:15:00,0.3,0.295,-0.005,0.005,0.000025,1.83%
Apr-25,2025-04-16T02:30:00,0.3,0.3,0,0,0,0.08%
Apr-25,2025-04-16T02:45:00,0.3,0.301,0.001,0.001,0.000001,0.40%
Apr-25,2025-04-16T03:00:00,1.17,1.22,0.05,0.05,0.0025,4.23%
Apr-25,2025-04-16T03:15:00,1.87,1.862,-0.008,0.008,0.000064,0.45%
Apr-25,2025-04-16T03:30:00,0.83,0.806,-0.024,0.024,0.000576,2.88%
Apr-25,2025-04-16T03:45:00,0.26,0.298,0.038,0.038,0.001444,14.45%
Apr-25,2025-04-16T04:00:00,0.27,0.265,-0.005,0.005,0.000025,1.87%
Apr-25,2025-04-16T04:15:00,0.3,0.291,-0.009,0.009,0.000081,2.97%
Apr-25,2025-04-16T04:30:00,0.3,0.299,-0.001,0.001,0.000001,0.40%
Apr-25,2025-04-16T04:45:00,0.3,0.3,0,0,0,0.14%
Apr-25,2025-04-16T05:00:00,0.29,0.292,0.002,0.002,0.000004,0.76%
Apr-25,2025-04-16T05:15:00,0.29,0.289,-0.001,0.001,0.000001,0.39%
Apr-25,2025-04-16T05:30:00,0.27,0.275,0.005,0.005,0.000025,1.97%
Apr-25,2025-04-16T05:45:00,0.26,0.263,0.003,0.003,0.000009,1.30%
Apr-25,2025-04-16T06:00:00,0.26,0.264,0.004,0.004,0.000016,1.70%
Apr-25,2025-04-16T06:15:00,0.3,0.293,-0.007,0.007,0.000049,2.17%
Apr-25,2025-04-16T06:30:00,0.3,0.3,0,0,0,0.09%
Apr-25,2025-04-16T06:45:00,0.3,0.299,-0.001,0.001,0.000001,0.37%
Apr-25,2025-04-16T07:00:00,0.26,0.285,0.025,0.025,0.000625,9.62%
Apr-25,2025-04-16T07:15:00,0.45,0.443,-0.007,0.007,0.000049,1.45%
Apr-25,2025-04-16T07:30:00,0.48,0.443,-0.037,0.037,0.001369,7.64%
Apr-25,2025-04-16T07:45:00,3.15,3.337,0.187,0.187,0.034969,5.92%
Apr-25,2025-04-16T08:00:00,0.28,0.483,0.203,0.203,0.041209,72.42%
Apr-25,2025-04-16T08:15:00,0.6,0.531,-0.069,0.069,0.004761,11.58%
Apr-25,2025-04-16T08:30:00,1.38,1.343,-0.037,0.037,0.001369,2.66%
Apr-25,2025-04-16T08:45:00,1.39,1.311,-0.079,0.079,0.006241,5.68%
Apr-25,2025-04-16T09:00:00,0.66,0.596,-0.064,0.064,0.004096,9.63%
Apr-25,2025-04-16T09:15:00,2.62,2.515,-0.105,0.105,0.011025,4.01%
Apr-25,2025-04-16T09:30:00,0.68,0.766,0.086,0.086,0.007396,12.67%
Apr-25,2025-04-16T09:45:00,2.07,2.12,0.05,0.05,0.0025,2.40%
Apr-25,2025-04-16T10:00:00,2.58,2.049,-0.531,0.531,0.281961,20.57%
Apr-25,2025-04-16T10:15:00,0.41,0.723,0.313,0.313,0.097969,76.41%
Apr-25,2025-04-16T10:30:00,0.42,0.469,0.049,0.049,0.002401,11.76%
Apr-25,2025-04-16T10:45:00,1.81,1.751,-0.059,0.059,0.003481,3.26%
Apr-25,2025-04-16T11:00:00,1.86,2.068,0.208,0.208,0.043264,11.18%
Apr-25,2025-04-16T11:15:00,3.35,3.137,-0.213,0.213,0.045369,6.37%
Apr-25,2025-04-16T11:30:00,2.79,2.551,-0.239,0.239,0.057121,8.56%
Apr-25,2025-04-16T11:45:00,2.54,2.639,0.099,0.099,0.009801,3.90%
Apr-25,2025-04-16T12:00:00,2.56,2.569,0.009,0.009,0.000081,0.36%
Apr-25,2025-04-16T12:15:00,2.67,2.67,0,0,0,0.01%
Apr-25,2025-04-16T12:30:00,2.87,2.774,-0.096,0.096,0.009216,3.33%
Apr-25,2025-04-16T12:45:00,4.73,3.943,-0.787,0.787,0.619369,16.65%
Apr-25,2025-04-16T13:00:00,4.21,3.772,-0.438,0.438,0.191844,10.41%
Apr-25,2025-04-16T13:15:00,4.38,4.171,-0.209,0.209,0.043681,4.78%
Apr-25,2025-04-16T13:30:00,2.94,3.076,0.136,0.136,0.018496,4.61%
Apr-25,2025-04-16T13:45:00,3.13,2.908,-0.222,0.222,0.049284,7.09%
Apr-25,2025-04-16T14:00:00,2.54,2.632,0.092,0.092,0.008464,3.61%
Apr-25,2025-04-16T14:15:00,0.22,0.402,0.182,0.182,0.033124,82.74%
Apr-25,2025-04-16T14:30:00,0.24,0.319,0.079,0.079,0.006241,32.97%
Apr-25,2025-04-16T14:45:00,0.29,0.323,0.033,0.033,0.001089,11.51%
Apr-25,2025-04-16T15:00:00,0.58,0.378,-0.202,0.202,0.040804,34.82%
Apr-25,2025-04-16T15:15:00,0.94,0.684,-0.256,0.256,0.065536,27.24%
Apr-25,2025-04-16T15:30:00,0.3,0.471,0.171,0.171,0.029241,56.94%
Apr-25,2025-04-16T15:45:00,0.35,0.309,-0.041,0.041,0.001681,11.77%
Apr-25,2025-04-16T16:00:00,0.36,0.32,-0.04,0.04,0.0016,11.04%
Apr-25,2025-04-16T16:15:00,0.35,0.421,0.071,0.071,0.005041,20.37%
Apr-25,2025-04-16T16:30:00,0.28,0.266,-0.014,0.014,0.000196,4.86%
Apr-25,2025-04-16T16:45:00,0.23,0.272,0.042,0.042,0.001764,18.26%
Apr-25,2025-04-16T17:00:00,0.23,0.245,0.015,0.015,0.000225,6.43%
Apr-25,2025-04-16T17:15:00,0.23,0.27,0.04,0.04,0.0016,17.58%
Apr-25,2025-04-16T17:30:00,0.22,0.248,0.028,0.028,0.000784,12.95%
Apr-25,2025-04-16T17:45:00,0.21,0.226,0.016,0.016,0.000256,7.38%
Apr-25,2025-04-16T18:00:00,0.23,0.259,0.029,0.029,0.000841,12.57%
Apr-25,2025-04-16T18:15:00,0.33,0.304,-0.026,0.026,0.000676,8%
Apr-25,2025-04-16T18:30:00,0.45,0.472,0.022,0.022,0.000484,4.90%
Apr-25,2025-04-16T18:45:00,1.69,1.907,0.217,0.217,0.047089,12.83%
Apr-25,2025-04-16T19:00:00,1.34,1.454,0.114,0.114,0.012996,8.49%
Apr-25,2025-04-16T19:15:00,0.69,0.719,0.029,0.029,0.000841,4.24%
Apr-25,2025-04-16T19:30:00,1.16,1.203,0.043,0.043,0.001849,3.74%
Apr-25,2025-04-16T19:45:00,0.73,0.707,-0.023,0.023,0.000529,3.12%
Apr-25,2025-04-16T20:00:00,2.31,2.333,0.023,0.023,0.000529,0.99%
Apr-25,2025-04-16T20:15:00,2.15,1.929,-0.221,0.221,0.048841,10.30%
Apr-25,2025-04-16T20:30:00,1.34,1.492,0.152,0.152,0.023104,11.34%
Apr-25,2025-04-16T20:45:00,1.36,1.469,0.109,0.109,0.011881,8%
Apr-25,2025-04-16T21:00:00,0.58,0.586,0.006,0.006,0.000036,1.10%
Apr-25,2025-04-16T21:15:00,0.62,0.574,-0.046,0.046,0.002116,7.45%
Apr-25,2025-04-16T21:30:00,0.94,0.9,-0.04,0.04,0.0016,4.23%
Apr-25,2025-04-16T21:45:00,1.24,1.203,-0.037,0.037,0.001369,2.98%
Apr-25,2025-04-16T22:00:00,0.61,0.566,-0.044,0.044,0.001936,7.13%
Apr-25,2025-04-16T22:15:00,1.26,1.336,0.076,0.076,0.005776,6%
Apr-25,2025-04-16T22:30:00,1.46,1.576,0.116,0.116,0.013456,7.93%
Apr-25,2025-04-16T22:45:00,1.48,1.567,0.087,0.087,0.007569,5.85%
Apr-25,2025-04-16T23:00:00,1.11,1.135,0.025,0.025,0.000625,2.23%
Apr-25,2025-04-16T23:15:00,0.22,0.259,0.039,0.039,0.001521,17.52%
Apr-25,2025-04-16T23:30:00,0.23,0.224,-0.006,0.006,0.000036,2.71%
Apr-25,2025-04-16T23:45:00,0.25,0.242,-0.008,0.008,0.000064,3.18%
Apr-25,2025-04-17T00:00:00,0.25,0.257,0.007,0.007,0.000049,2.96%
Apr-25,2025-04-17T00:15:00,0.28,0.258,-0.022,0.022,0.000484,7.74%
Apr-25,2025-04-17T00:30:00,0.26,0.259,-0.001,0.001,0.000001,0.40%
Apr-25,2025-04-17T00:45:00,0.29,0.27,-0.02,0.02,0.0004,6.95%
Apr-25,2025-04-17T01:00:00,0.26,0.26,0,0,0,0%
Apr-25,2025-04-17T01:15:00,0.24,0.243,0.003,0.003,0.000009,1.37%
Apr-25,2025-04-17T01:30:00,0.22,0.242,0.022,0.022,0.000484,10.17%
